i,j,sponsor,cosponsor,sponsor_id,cosponsor_id,count
47,94,EK(MA-D),JR(WV-D),10808,14922,10
47,95,EK(MA-D),BF(TN-R),10808,49502,5
47,96,EK(MA-D),MM(KY-R),10808,14921,0
47,97,EK(MA-D),TD(SD-D),10808,14617,15
47,98,EK(MA-D),HR(NV-D),10808,15054,5
47,99,EK(MA-D),DI(HI-D),10808,4812,2
47,100,EK(MA-D),JR(RI-D),10808,29142,30
48,1,HK(WI-D),DA(HI-D),15703,14400,0
48,2,HK(WI-D),LA(TN-R),15703,40304,0
48,3,HK(WI-D),AA(CO-R),15703,29108,0
48,4,HK(WI-D),GA(VA-R),15703,29148,0
48,5,HK(WI-D),EB(IN-D),15703,49901,0
48,6,HK(WI-D),JB(DE-D),15703,14101,5
48,7,HK(WI-D),JB(NM-D),15703,14912,2
48,8,HK(WI-D),CB(MO-R),15703,15501,0
48,9,HK(WI-D),BB(CA-D),15703,15011,0
48,10,HK(WI-D),SB(KS-R),15703,29523,0
48,11,HK(WI-D),JB(KY-R),15703,15406,0
48,12,HK(WI-D),CB(MT-R),15703,15701,0
48,13,HK(WI-D),RB(WV-D),15703,1366,0
48,14,HK(WI-D),MC(WA-D),15703,39310,0
48,15,HK(WI-D),TC(DE-D),15703,15015,5
48,16,HK(WI-D),LC(RI-R),15703,49905,0
48,17,HK(WI-D),SC(GA-R),15703,29512,0
48,18,HK(WI-D),HC(NY-D),15703,40105,0
48,19,HK(WI-D),TC(MS-R),15703,14009,0
48,20,HK(WI-D),NC(MN-R),15703,40302,0
48,21,HK(WI-D),SC(ME-R),15703,49703,0
48,22,HK(WI-D),KC(ND-D),15703,15502,0
48,23,HK(WI-D),JC(TX-R),15703,40305,0
48,24,HK(WI-D),JC(NJ-D),15703,40104,7
48,25,HK(WI-D),MC(ID-R),15703,29345,0
48,26,HK(WI-D),MD(MN-D),15703,40101,5
48,27,HK(WI-D),MD(OH-R),15703,15020,15
48,28,HK(WI-D),ED(NC-R),15703,40303,0
48,29,HK(WI-D),PD(NM-R),15703,14103,0
48,30,HK(WI-D),BD(ND-D),15703,14812,0
48,31,HK(WI-D),RD(IL-D),15703,15021,27
48,32,HK(WI-D),JE(NC-D),15703,49902,0
48,33,HK(WI-D),JE(NV-R),15703,29537,0
48,34,HK(WI-D),ME(WY-R),15703,49706,0
48,35,HK(WI-D),RF(WI-D),15703,49309,0
48,36,HK(WI-D),DF(CA-D),15703,49300,12
48,37,HK(WI-D),PF(IL-R),15703,49900,0
48,38,HK(WI-D),LG(SC-R),15703,29566,0
48,39,HK(WI-D),CG(IA-R),15703,14226,0
48,40,HK(WI-D),CH(NE-R),15703,49704,0
48,41,HK(WI-D),TH(IA-D),15703,14230,0
48,42,HK(WI-D),OH(UT-R),15703,14503,5
48,43,HK(WI-D),KH(TX-R),15703,49306,0
48,44,HK(WI-D),JI(OK-R),15703,15424,0
48,45,HK(WI-D),JJ(VT-I),15703,94240,0
48,46,HK(WI-D),TJ(SD-D),15703,15425,0
48,47,HK(WI-D),EK(MA-D),15703,10808,10
48,49,HK(WI-D),JK(AZ-R),15703,15429,0
48,50,HK(WI-D),ML(LA-D),15703,49702,2
48,51,HK(WI-D),FL(NJ-D),15703,14914,7
48,52,HK(WI-D),CL(MI-D),15703,14709,5
48,53,HK(WI-D),JL(CT-D),15703,15704,0
48,54,HK(WI-D),BL(AR-D),15703,29305,2
48,55,HK(WI-D),TL(MS-R),15703,14031,0
48,56,HK(WI-D),JM(AZ-R),15703,15039,0
48,57,HK(WI-D),BM(MD-D),15703,14440,5
48,58,HK(WI-D),ZM(GA-D),15703,49904,2
48,59,HK(WI-D),LM(AK-R),15703,40300,0
48,60,HK(WI-D),PM(WA-D),15703,49308,0
48,61,HK(WI-D),BN(FL-D),15703,14651,2
48,62,HK(WI-D),EN(NE-D),15703,40103,0
48,63,HK(WI-D),DN(OK-R),15703,14908,0
48,64,HK(WI-D),MP(AR-D),15703,40301,0
48,65,HK(WI-D),PR(KS-R),15703,14852,0
48,66,HK(WI-D),RS(PA-R),15703,29141,0
48,67,HK(WI-D),PS(MD-D),15703,13039,5
48,68,HK(WI-D),CS(NY-D),15703,14858,7
48,69,HK(WI-D),JS(AL-R),15703,49700,0
48,70,HK(WI-D),RS(AL-R),15703,94659,0
48,71,HK(WI-D),GS(OR-R),15703,49705,10
48,72,HK(WI-D),OS(ME-R),15703,14661,0
48,73,HK(WI-D),DS(MI-D),15703,29732,15
48,74,HK(WI-D),TS(AK-R),15703,12109,0
48,75,HK(WI-D),JS(NH-R),15703,29740,0
48,76,HK(WI-D),JT(MO-R),15703,29369,0
48,77,HK(WI-D),CT(WY-R),15703,15633,0
48,78,HK(WI-D),JW(VA-R),15703,14712,0
48,79,HK(WI-D),RW(OR-D),15703,14871,5
48,80,HK(WI-D),RB(UT-R),15703,49307,0
48,81,HK(WI-D),BC(CO-R),15703,95407,0
48,82,HK(WI-D),LC(ID-R),15703,14809,0
48,83,HK(WI-D),JG(NH-R),15703,14826,0
48,84,HK(WI-D),RL(IN-R),15703,14506,0
48,85,HK(WI-D),AS(PA-R),15703,14910,15
48,86,HK(WI-D),GV(OH-R),15703,49903,0
48,87,HK(WI-D),MB(MT-D),15703,14203,0
48,88,HK(WI-D),JB(LA-D),15703,13056,2
48,89,HK(WI-D),CD(CT-D),15703,14213,5
48,90,HK(WI-D),BG(FL-D),15703,15503,0
48,91,HK(WI-D),EH(SC-D),15703,11204,0
48,92,HK(WI-D),JK(MA-D),15703,14920,0
48,93,HK(WI-D),PL(VT-D),15703,14307,0
48,94,HK(WI-D),JR(WV-D),15703,14922,2
48,95,HK(WI-D),BF(TN-R),15703,49502,0
48,96,HK(WI-D),MM(KY-R),15703,14921,0
48,97,HK(WI-D),TD(SD-D),15703,14617,0
48,98,HK(WI-D),HR(NV-D),15703,15054,2
48,99,HK(WI-D),DI(HI-D),15703,4812,0
48,100,HK(WI-D),JR(RI-D),15703,29142,7
49,1,JK(AZ-R),DA(HI-D),15429,14400,0
49,2,JK(AZ-R),LA(TN-R),15429,40304,2
49,3,JK(AZ-R),AA(CO-R),15429,29108,10
49,4,JK(AZ-R),GA(VA-R),15429,29148,5
49,5,JK(AZ-R),EB(IN-D),15429,49901,5
49,6,JK(AZ-R),JB(DE-D),15429,14101,5
49,7,JK(AZ-R),JB(NM-D),15429,14912,5
49,8,JK(AZ-R),CB(MO-R),15429,15501,0
49,9,JK(AZ-R),BB(CA-D),15429,15011,0
49,10,JK(AZ-R),SB(KS-R),15429,29523,0
49,11,JK(AZ-R),JB(KY-R),15429,15406,10
49,12,JK(AZ-R),CB(MT-R),15429,15701,0
49,13,JK(AZ-R),RB(WV-D),15429,1366,0
49,14,JK(AZ-R),MC(WA-D),15429,39310,0
49,15,JK(AZ-R),TC(DE-D),15429,15015,0
49,16,JK(AZ-R),LC(RI-R),15429,49905,0
49,17,JK(AZ-R),SC(GA-R),15429,29512,30
49,18,JK(AZ-R),HC(NY-D),15429,40105,5
49,19,JK(AZ-R),TC(MS-R),15429,14009,0
49,20,JK(AZ-R),NC(MN-R),15429,40302,0
49,21,JK(AZ-R),SC(ME-R),15429,49703,0
49,22,JK(AZ-R),KC(ND-D),15429,15502,0
49,23,JK(AZ-R),JC(TX-R),15429,40305,32
49,24,JK(AZ-R),JC(NJ-D),15429,40104,0
49,25,JK(AZ-R),MC(ID-R),15429,29345,5
49,26,JK(AZ-R),MD(MN-D),15429,40101,0
49,27,JK(AZ-R),MD(OH-R),15429,15020,10
49,28,JK(AZ-R),ED(NC-R),15429,40303,5
49,29,JK(AZ-R),PD(NM-R),15429,14103,15
49,30,JK(AZ-R),BD(ND-D),15429,14812,0
49,31,JK(AZ-R),RD(IL-D),15429,15021,5
49,32,JK(AZ-R),JE(NC-D),15429,49902,0
49,33,JK(AZ-R),JE(NV-R),15429,29537,7
49,34,JK(AZ-R),ME(WY-R),15429,49706,0
49,35,JK(AZ-R),RF(WI-D),15429,49309,0
49,36,JK(AZ-R),DF(CA-D),15429,49300,10
49,37,JK(AZ-R),PF(IL-R),15429,49900,0
49,38,JK(AZ-R),LG(SC-R),15429,29566,5
49,39,JK(AZ-R),CG(IA-R),15429,14226,0
49,40,JK(AZ-R),CH(NE-R),15429,49704,0
49,41,JK(AZ-R),TH(IA-D),15429,14230,0
49,42,JK(AZ-R),OH(UT-R),15429,14503,10
49,43,JK(AZ-R),KH(TX-R),15429,49306,5
49,44,JK(AZ-R),JI(OK-R),15429,15424,5
49,45,JK(AZ-R),JJ(VT-I),15429,94240,5
49,46,JK(AZ-R),TJ(SD-D),15429,15425,5
49,47,JK(AZ-R),EK(MA-D),15429,10808,0
49,48,JK(AZ-R),HK(WI-D),15429,15703,0
49,50,JK(AZ-R),ML(LA-D),15429,49702,0
49,51,JK(AZ-R),FL(NJ-D),15429,14914,0
49,52,JK(AZ-R),CL(MI-D),15429,14709,0
49,53,JK(AZ-R),JL(CT-D),15429,15704,0
49,54,JK(AZ-R),BL(AR-D),15429,29305,0
49,55,JK(AZ-R),TL(MS-R),15429,14031,0
49,56,JK(AZ-R),JM(AZ-R),15429,15039,30
49,57,JK(AZ-R),BM(MD-D),15429,14440,0
49,58,JK(AZ-R),ZM(GA-D),15429,49904,5
49,59,JK(AZ-R),LM(AK-R),15429,40300,0
49,60,JK(AZ-R),PM(WA-D),15429,49308,0
49,61,JK(AZ-R),BN(FL-D),15429,14651,0
49,62,JK(AZ-R),EN(NE-D),15429,40103,0
49,63,JK(AZ-R),DN(OK-R),15429,14908,20
49,64,JK(AZ-R),MP(AR-D),15429,40301,0
49,65,JK(AZ-R),PR(KS-R),15429,14852,5
49,66,JK(AZ-R),RS(PA-R),15429,29141,0
49,67,JK(AZ-R),PS(MD-D),15429,13039,0
49,68,JK(AZ-R),CS(NY-D),15429,14858,10
49,69,JK(AZ-R),JS(AL-R),15429,49700,32
49,70,JK(AZ-R),RS(AL-R),15429,94659,5
49,71,JK(AZ-R),GS(OR-R),15429,49705,5
49,72,JK(AZ-R),OS(ME-R),15429,14661,2
49,73,JK(AZ-R),DS(MI-D),15429,29732,0
49,74,JK(AZ-R),TS(AK-R),15429,12109,0
49,75,JK(AZ-R),JS(NH-R),15429,29740,0
49,76,JK(AZ-R),JT(MO-R),15429,29369,0
49,77,JK(AZ-R),CT(WY-R),15429,15633,0
49,78,JK(AZ-R),JW(VA-R),15429,14712,0
49,79,JK(AZ-R),RW(OR-D),15429,14871,5
49,80,JK(AZ-R),RB(UT-R),15429,49307,0
49,81,JK(AZ-R),BC(CO-R),15429,95407,5
49,82,JK(AZ-R),LC(ID-R),15429,14809,15
49,83,JK(AZ-R),JG(NH-R),15429,14826,0
49,84,JK(AZ-R),RL(IN-R),15429,14506,0
49,85,JK(AZ-R),AS(PA-R),15429,14910,0
49,86,JK(AZ-R),GV(OH-R),15429,49903,0
49,87,JK(AZ-R),MB(MT-D),15429,14203,0
49,88,JK(AZ-R),JB(LA-D),15429,13056,0
49,89,JK(AZ-R),CD(CT-D),15429,14213,0
49,90,JK(AZ-R),BG(FL-D),15429,15503,0
49,91,JK(AZ-R),EH(SC-D),15429,11204,0
49,92,JK(AZ-R),JK(MA-D),15429,14920,0
49,93,JK(AZ-R),PL(VT-D),15429,14307,0
49,94,JK(AZ-R),JR(WV-D),15429,14922,0
49,95,JK(AZ-R),BF(TN-R),15429,49502,10
49,96,JK(AZ-R),MM(KY-R),15429,14921,10
49,97,JK(AZ-R),TD(SD-D),15429,14617,0
49,98,JK(AZ-R),HR(NV-D),15429,15054,0
49,99,JK(AZ-R),DI(HI-D),15429,4812,0
49,100,JK(AZ-R),JR(RI-D),15429,29142,0
50,1,ML(LA-D),DA(HI-D),49702,14400,0
50,2,ML(LA-D),LA(TN-R),49702,40304,0
50,3,ML(LA-D),AA(CO-R),49702,29108,0
50,4,ML(LA-D),GA(VA-R),49702,29148,2
50,5,ML(LA-D),EB(IN-D),49702,49901,5
50,6,ML(LA-D),JB(DE-D),49702,14101,0
50,7,ML(LA-D),JB(NM-D),49702,14912,2
50,8,ML(LA-D),CB(MO-R),49702,15501,0
50,9,ML(LA-D),BB(CA-D),49702,15011,0
50,10,ML(LA-D),SB(KS-R),49702,29523,0
50,11,ML(LA-D),JB(KY-R),49702,15406,0
50,12,ML(LA-D),CB(MT-R),49702,15701,0
50,13,ML(LA-D),RB(WV-D),49702,1366,0
50,14,ML(LA-D),MC(WA-D),49702,39310,0
50,15,ML(LA-D),TC(DE-D),49702,15015,0
50,16,ML(LA-D),LC(RI-R),49702,49905,0
50,17,ML(LA-D),SC(GA-R),49702,29512,0
50,18,ML(LA-D),HC(NY-D),49702,40105,5
50,19,ML(LA-D),TC(MS-R),49702,14009,2
50,20,ML(LA-D),NC(MN-R),49702,40302,0
50,21,ML(LA-D),SC(ME-R),49702,49703,5
50,22,ML(LA-D),KC(ND-D),49702,15502,0
50,23,ML(LA-D),JC(TX-R),49702,40305,0
50,24,ML(LA-D),JC(NJ-D),49702,40104,7
50,25,ML(LA-D),MC(ID-R),49702,29345,0
50,26,ML(LA-D),MD(MN-D),49702,40101,5
50,27,ML(LA-D),MD(OH-R),49702,15020,5
50,28,ML(LA-D),ED(NC-R),49702,40303,0
50,29,ML(LA-D),PD(NM-R),49702,14103,0
50,30,ML(LA-D),BD(ND-D),49702,14812,5
50,31,ML(LA-D),RD(IL-D),49702,15021,5
50,32,ML(LA-D),JE(NC-D),49702,49902,0
50,33,ML(LA-D),JE(NV-R),49702,29537,5
50,34,ML(LA-D),ME(WY-R),49702,49706,0
50,35,ML(LA-D),RF(WI-D),49702,49309,0
50,36,ML(LA-D),DF(CA-D),49702,49300,0
50,37,ML(LA-D),PF(IL-R),49702,49900,5
50,38,ML(LA-D),LG(SC-R),49702,29566,0
50,39,ML(LA-D),CG(IA-R),49702,14226,0
50,40,ML(LA-D),CH(NE-R),49702,49704,0
50,41,ML(LA-D),TH(IA-D),49702,14230,0
50,42,ML(LA-D),OH(UT-R),49702,14503,0
50,43,ML(LA-D),KH(TX-R),49702,49306,0
50,44,ML(LA-D),JI(OK-R),49702,15424,0
50,45,ML(LA-D),JJ(VT-I),49702,94240,0
50,46,ML(LA-D),TJ(SD-D),49702,15425,10
50,47,ML(LA-D),EK(MA-D),49702,10808,2
50,48,ML(LA-D),HK(WI-D),49702,15703,0
50,49,ML(LA-D),JK(AZ-R),49702,15429,0
50,51,ML(LA-D),FL(NJ-D),49702,14914,20
50,52,ML(LA-D),CL(MI-D),49702,14709,15
50,53,ML(LA-D),JL(CT-D),49702,15704,0
50,54,ML(LA-D),BL(AR-D),49702,29305,0
50,55,ML(LA-D),TL(MS-R),49702,14031,12
50,56,ML(LA-D),JM(AZ-R),49702,15039,0
50,57,ML(LA-D),BM(MD-D),49702,14440,5
50,58,ML(LA-D),ZM(GA-D),49702,49904,9
50,59,ML(LA-D),LM(AK-R),49702,40300,2
50,60,ML(LA-D),PM(WA-D),49702,49308,0
50,61,ML(LA-D),BN(FL-D),49702,14651,5
50,62,ML(LA-D),EN(NE-D),49702,40103,0
50,63,ML(LA-D),DN(OK-R),49702,14908,0
50,64,ML(LA-D),MP(AR-D),49702,40301,0
50,65,ML(LA-D),PR(KS-R),49702,14852,0
50,66,ML(LA-D),RS(PA-R),49702,29141,0
50,67,ML(LA-D),PS(MD-D),49702,13039,0
50,68,ML(LA-D),CS(NY-D),49702,14858,5
50,69,ML(LA-D),JS(AL-R),49702,49700,0
50,70,ML(LA-D),RS(AL-R),49702,94659,0
50,71,ML(LA-D),GS(OR-R),49702,49705,2
50,72,ML(LA-D),OS(ME-R),49702,14661,0
50,73,ML(LA-D),DS(MI-D),49702,29732,10
50,74,ML(LA-D),TS(AK-R),49702,12109,0
50,75,ML(LA-D),JS(NH-R),49702,29740,0
50,76,ML(LA-D),JT(MO-R),49702,29369,0
50,77,ML(LA-D),CT(WY-R),49702,15633,0
50,78,ML(LA-D),JW(VA-R),49702,14712,0
50,79,ML(LA-D),RW(OR-D),49702,14871,0
50,80,ML(LA-D),RB(UT-R),49702,49307,0
50,81,ML(LA-D),BC(CO-R),49702,95407,5
50,82,ML(LA-D),LC(ID-R),49702,14809,0
50,83,ML(LA-D),JG(NH-R),49702,14826,0
50,84,ML(LA-D),RL(IN-R),49702,14506,0
50,85,ML(LA-D),AS(PA-R),49702,14910,0
50,86,ML(LA-D),GV(OH-R),49702,49903,5
50,87,ML(LA-D),MB(MT-D),49702,14203,0
50,88,ML(LA-D),JB(LA-D),49702,13056,23
50,89,ML(LA-D),CD(CT-D),49702,14213,0
50,90,ML(LA-D),BG(FL-D),49702,15503,0
50,91,ML(LA-D),EH(SC-D),49702,11204,0
50,92,ML(LA-D),JK(MA-D),49702,14920,5
50,93,ML(LA-D),PL(VT-D),49702,14307,5
50,94,ML(LA-D),JR(WV-D),49702,14922,5
50,95,ML(LA-D),BF(TN-R),49702,49502,0
50,96,ML(LA-D),MM(KY-R),49702,14921,0
50,97,ML(LA-D),TD(SD-D),49702,14617,0
50,98,ML(LA-D),HR(NV-D),49702,15054,5
50,99,ML(LA-D),DI(HI-D),49702,4812,2
50,100,ML(LA-D),JR(RI-D),49702,29142,0
51,1,FL(NJ-D),DA(HI-D),14914,14400,0
51,2,FL(NJ-D),LA(TN-R),14914,40304,0
51,3,FL(NJ-D),AA(CO-R),14914,29108,0
51,4,FL(NJ-D),GA(VA-R),14914,29148,0
51,5,FL(NJ-D),EB(IN-D),14914,49901,0
51,6,FL(NJ-D),JB(DE-D),14914,14101,0
51,7,FL(NJ-D),JB(NM-D),14914,14912,0
51,8,FL(NJ-D),CB(MO-R),14914,15501,0
51,9,FL(NJ-D),BB(CA-D),14914,15011,0
51,10,FL(NJ-D),SB(KS-R),14914,29523,0
51,11,FL(NJ-D),JB(KY-R),14914,15406,0
51,12,FL(NJ-D),CB(MT-R),14914,15701,0
51,13,FL(NJ-D),RB(WV-D),14914,1366,0
51,14,FL(NJ-D),MC(WA-D),14914,39310,0
51,15,FL(NJ-D),TC(DE-D),14914,15015,0
51,16,FL(NJ-D),LC(RI-R),14914,49905,0
51,17,FL(NJ-D),SC(GA-R),14914,29512,0
51,18,FL(NJ-D),HC(NY-D),14914,40105,12
51,19,FL(NJ-D),TC(MS-R),14914,14009,0
51,20,FL(NJ-D),NC(MN-R),14914,40302,0
51,21,FL(NJ-D),SC(ME-R),14914,49703,0
51,22,FL(NJ-D),KC(ND-D),14914,15502,0
51,23,FL(NJ-D),JC(TX-R),14914,40305,0
51,24,FL(NJ-D),JC(NJ-D),14914,40104,39
51,25,FL(NJ-D),MC(ID-R),14914,29345,0
51,26,FL(NJ-D),MD(MN-D),14914,40101,5
51,27,FL(NJ-D),MD(OH-R),14914,15020,15
51,28,FL(NJ-D),ED(NC-R),14914,40303,0
51,29,FL(NJ-D),PD(NM-R),14914,14103,0
51,30,FL(NJ-D),BD(ND-D),14914,14812,0
51,31,FL(NJ-D),RD(IL-D),14914,15021,5
51,32,FL(NJ-D),JE(NC-D),14914,49902,0
51,33,FL(NJ-D),JE(NV-R),14914,29537,0
51,34,FL(NJ-D),ME(WY-R),14914,49706,0
51,35,FL(NJ-D),RF(WI-D),14914,49309,2
51,36,FL(NJ-D),DF(CA-D),14914,49300,10
51,37,FL(NJ-D),PF(IL-R),14914,49900,0
51,38,FL(NJ-D),LG(SC-R),14914,29566,0
51,39,FL(NJ-D),CG(IA-R),14914,14226,0
51,40,FL(NJ-D),CH(NE-R),14914,49704,0
51,41,FL(NJ-D),TH(IA-D),14914,14230,0
51,42,FL(NJ-D),OH(UT-R),14914,14503,0
51,43,FL(NJ-D),KH(TX-R),14914,49306,0
51,44,FL(NJ-D),JI(OK-R),14914,15424,0
51,45,FL(NJ-D),JJ(VT-I),14914,94240,0
51,46,FL(NJ-D),TJ(SD-D),14914,15425,0
51,47,FL(NJ-D),EK(MA-D),14914,10808,7
51,48,FL(NJ-D),HK(WI-D),14914,15703,0
51,49,FL(NJ-D),JK(AZ-R),14914,15429,0
51,50,FL(NJ-D),ML(LA-D),14914,49702,0
51,52,FL(NJ-D),CL(MI-D),14914,14709,5
51,53,FL(NJ-D),JL(CT-D),14914,15704,0
51,54,FL(NJ-D),BL(AR-D),14914,29305,0
51,55,FL(NJ-D),TL(MS-R),14914,14031,0
51,56,FL(NJ-D),JM(AZ-R),14914,15039,0
51,57,FL(NJ-D),BM(MD-D),14914,14440,2
51,58,FL(NJ-D),ZM(GA-D),14914,49904,0
51,59,FL(NJ-D),LM(AK-R),14914,40300,0
51,60,FL(NJ-D),PM(WA-D),14914,49308,5
51,61,FL(NJ-D),BN(FL-D),14914,14651,0
51,62,FL(NJ-D),EN(NE-D),14914,40103,0
51,63,FL(NJ-D),DN(OK-R),14914,14908,0
51,64,FL(NJ-D),MP(AR-D),14914,40301,0
51,65,FL(NJ-D),PR(KS-R),14914,14852,0
51,66,FL(NJ-D),RS(PA-R),14914,29141,0
51,67,FL(NJ-D),PS(MD-D),14914,13039,2
51,68,FL(NJ-D),CS(NY-D),14914,14858,7
51,69,FL(NJ-D),JS(AL-R),14914,49700,0
51,70,FL(NJ-D),RS(AL-R),14914,94659,0
51,71,FL(NJ-D),GS(OR-R),14914,49705,5
51,72,FL(NJ-D),OS(ME-R),14914,14661,0
51,73,FL(NJ-D),DS(MI-D),14914,29732,5
51,74,FL(NJ-D),TS(AK-R),14914,12109,0
51,75,FL(NJ-D),JS(NH-R),14914,29740,0
51,76,FL(NJ-D),JT(MO-R),14914,29369,0
51,77,FL(NJ-D),CT(WY-R),14914,15633,0
51,78,FL(NJ-D),JW(VA-R),14914,14712,0
51,79,FL(NJ-D),RW(OR-D),14914,14871,0
51,80,FL(NJ-D),RB(UT-R),14914,49307,0
51,81,FL(NJ-D),BC(CO-R),14914,95407,0
51,82,FL(NJ-D),LC(ID-R),14914,14809,0
51,83,FL(NJ-D),JG(NH-R),14914,14826,0
51,84,FL(NJ-D),RL(IN-R),14914,14506,0
51,85,FL(NJ-D),AS(PA-R),14914,14910,0
51,86,FL(NJ-D),GV(OH-R),14914,49903,0
51,87,FL(NJ-D),MB(MT-D),14914,14203,0
51,88,FL(NJ-D),JB(LA-D),14914,13056,0
51,89,FL(NJ-D),CD(CT-D),14914,14213,0
51,90,FL(NJ-D),BG(FL-D),14914,15503,0
51,91,FL(NJ-D),EH(SC-D),14914,11204,0
51,92,FL(NJ-D),JK(MA-D),14914,14920,0
51,93,FL(NJ-D),PL(VT-D),14914,14307,2
51,94,FL(NJ-D),JR(WV-D),14914,14922,0
51,95,FL(NJ-D),BF(TN-R),14914,49502,0
51,96,FL(NJ-D),MM(KY-R),14914,14921,0
51,97,FL(NJ-D),TD(SD-D),14914,14617,2
51,98,FL(NJ-D),HR(NV-D),14914,15054,5
51,99,FL(NJ-D),DI(HI-D),14914,4812,0
51,100,FL(NJ-D),JR(RI-D),14914,29142,12
52,1,CL(MI-D),DA(HI-D),14709,14400,0
52,2,CL(MI-D),LA(TN-R),14709,40304,15
52,3,CL(MI-D),AA(CO-R),14709,29108,0
52,4,CL(MI-D),GA(VA-R),14709,29148,0
52,5,CL(MI-D),EB(IN-D),14709,49901,0
52,6,CL(MI-D),JB(DE-D),14709,14101,10
52,7,CL(MI-D),JB(NM-D),14709,14912,0
52,8,CL(MI-D),CB(MO-R),14709,15501,0
52,9,CL(MI-D),BB(CA-D),14709,15011,0
52,10,CL(MI-D),SB(KS-R),14709,29523,0
52,11,CL(MI-D),JB(KY-R),14709,15406,0
52,12,CL(MI-D),CB(MT-R),14709,15701,5
52,13,CL(MI-D),RB(WV-D),14709,1366,0
52,14,CL(MI-D),MC(WA-D),14709,39310,0
52,15,CL(MI-D),TC(DE-D),14709,15015,0
52,16,CL(MI-D),LC(RI-R),14709,49905,0
52,17,CL(MI-D),SC(GA-R),14709,29512,5
52,18,CL(MI-D),HC(NY-D),14709,40105,0
52,19,CL(MI-D),TC(MS-R),14709,14009,0
52,20,CL(MI-D),NC(MN-R),14709,40302,15
52,21,CL(MI-D),SC(ME-R),14709,49703,5
52,22,CL(MI-D),KC(ND-D),14709,15502,0
52,23,CL(MI-D),JC(TX-R),14709,40305,0
52,24,CL(MI-D),JC(NJ-D),14709,40104,5
52,25,CL(MI-D),MC(ID-R),14709,29345,0
52,26,CL(MI-D),MD(MN-D),14709,40101,0
52,27,CL(MI-D),MD(OH-R),14709,15020,5
52,28,CL(MI-D),ED(NC-R),14709,40303,5
52,29,CL(MI-D),PD(NM-R),14709,14103,0
52,30,CL(MI-D),BD(ND-D),14709,14812,0
52,31,CL(MI-D),RD(IL-D),14709,15021,5
52,32,CL(MI-D),JE(NC-D),14709,49902,0
52,33,CL(MI-D),JE(NV-R),14709,29537,0
52,34,CL(MI-D),ME(WY-R),14709,49706,0
52,35,CL(MI-D),RF(WI-D),14709,49309,10
52,36,CL(MI-D),DF(CA-D),14709,49300,0
52,37,CL(MI-D),PF(IL-R),14709,49900,0
52,38,CL(MI-D),LG(SC-R),14709,29566,0
52,39,CL(MI-D),CG(IA-R),14709,14226,5
52,40,CL(MI-D),CH(NE-R),14709,49704,0
52,41,CL(MI-D),TH(IA-D),14709,14230,0
52,42,CL(MI-D),OH(UT-R),14709,14503,5
52,43,CL(MI-D),KH(TX-R),14709,49306,0
52,44,CL(MI-D),JI(OK-R),14709,15424,0
52,45,CL(MI-D),JJ(VT-I),14709,94240,5
52,46,CL(MI-D),TJ(SD-D),14709,15425,0
52,47,CL(MI-D),EK(MA-D),14709,10808,5
52,48,CL(MI-D),HK(WI-D),14709,15703,5
52,49,CL(MI-D),JK(AZ-R),14709,15429,0
52,50,CL(MI-D),ML(LA-D),14709,49702,0
52,51,CL(MI-D),FL(NJ-D),14709,14914,5
52,53,CL(MI-D),JL(CT-D),14709,15704,15
52,54,CL(MI-D),BL(AR-D),14709,29305,0
52,55,CL(MI-D),TL(MS-R),14709,14031,0
52,56,CL(MI-D),JM(AZ-R),14709,15039,15
52,57,CL(MI-D),BM(MD-D),14709,14440,0
52,58,CL(MI-D),ZM(GA-D),14709,49904,0
52,59,CL(MI-D),LM(AK-R),14709,40300,0
52,60,CL(MI-D),PM(WA-D),14709,49308,0
52,61,CL(MI-D),BN(FL-D),14709,14651,5
52,62,CL(MI-D),EN(NE-D),14709,40103,0
52,63,CL(MI-D),DN(OK-R),14709,14908,0
52,64,CL(MI-D),MP(AR-D),14709,40301,0
52,65,CL(MI-D),PR(KS-R),14709,14852,0
52,66,CL(MI-D),RS(PA-R),14709,29141,0
52,67,CL(MI-D),PS(MD-D),14709,13039,5
52,68,CL(MI-D),CS(NY-D),14709,14858,20
52,69,CL(MI-D),JS(AL-R),14709,49700,0
52,70,CL(MI-D),RS(AL-R),14709,94659,5
52,71,CL(MI-D),GS(OR-R),14709,49705,0
52,72,CL(MI-D),OS(ME-R),14709,14661,0
52,73,CL(MI-D),DS(MI-D),14709,29732,25
52,74,CL(MI-D),TS(AK-R),14709,12109,0
52,75,CL(MI-D),JS(NH-R),14709,29740,0
52,76,CL(MI-D),JT(MO-R),14709,29369,0
52,77,CL(MI-D),CT(WY-R),14709,15633,5
52,78,CL(MI-D),JW(VA-R),14709,14712,0
52,79,CL(MI-D),RW(OR-D),14709,14871,0
52,80,CL(MI-D),RB(UT-R),14709,49307,0
52,81,CL(MI-D),BC(CO-R),14709,95407,0
52,82,CL(MI-D),LC(ID-R),14709,14809,0
52,83,CL(MI-D),JG(NH-R),14709,14826,0
52,84,CL(MI-D),RL(IN-R),14709,14506,5
52,85,CL(MI-D),AS(PA-R),14709,14910,0
52,86,CL(MI-D),GV(OH-R),14709,49903,5
52,87,CL(MI-D),MB(MT-D),14709,14203,5
52,88,CL(MI-D),JB(LA-D),14709,13056,0
